wairlinewarrivalwarrival_timewdatewdeparturewdeparture_timewoverall_hourwpricewlinks
68w에어아시아엑스wSINw10:50w2020.04.14wICNw16:25w19시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.14.&fareType=Y&selectedFlight=1:20200414ICNKULD70505%2B20200415KULSINAK0707:A01:HK:D7
69w에어아시아엑스wSINw15:40w2020.04.14wICNw16:25w24시간w108,909whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.14.&fareType=Y&selectedFlight=1:20200414ICNKULD70505%2B20200415KULSINAK0715:A01:HK:D7
70w에어아시아엑스wSINw08:30w2020.04.15wICNw16:25w17시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.15.&fareType=Y&selectedFlight=1:20200415ICNKULD70505%2B20200416KULSINAK0703:A01:HK:D7
71w에어아시아엑스wSINw10:50w2020.04.15wICNw16:25w19시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.15.&fareType=Y&selectedFlight=1:20200415ICNKULD70505%2B20200416KULSINAK0707:A01:HK:D7
72w에어아시아엑스wSINw08:30w2020.04.15wICNw09:45w23시간w108,909whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.15.&fareType=Y&selectedFlight=1:20200415ICNKULD70507%2B20200416KULSINAK0703:A01:HK:D7
73w에어아시아엑스wSINw15:40w2020.04.15wICNw16:25w24시간w108,909whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.15.&fareType=Y&selectedFlight=1:20200415ICNKULD70505%2B20200416KULSINAK0715:A01:HK:D7
74w에어아시아엑스wSINw18:30w2020.04.15wICNw09:45w09시간w115,496whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.15.&fareType=Y&selectedFlight=1:20200415ICNKULD70507%2B20200415KULSINAK0717:A01:HK:D7
75w에어아시아엑스wSINw20:00w2020.04.16wICNw09:45w11시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.16.&fareType=Y&selectedFlight=1:20200416ICNKULD70507%2B20200416KULSINAK0719:A01:HK:D7
76w에어아시아엑스wSINw20:45w2020.04.16wICNw09:45w12시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.16.&fareType=Y&selectedFlight=1:20200416ICNKULD70507%2B20200416KULSINAK0721:A01:HK:D7
77w에어아시아엑스wSINw22:30w2020.04.16wICNw09:45w13시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.16.&fareType=Y&selectedFlight=1:20200416ICNKULD70507%2B20200416KULSINAK0723:A01:HK:D7
78w에어아시아엑스wSINw08:30w2020.04.16wICNw16:25w17시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.16.&fareType=Y&selectedFlight=1:20200416ICNKULD70505%2B20200417KULSINAK0703:A01:HK:D7
79w에어아시아엑스wSINw10:50w2020.04.16wICNw16:25w19시간w106,499whttps://flight.naver.com/flights/v2/results?trip=OW&scity1=ICN&ecity1=SIN&adult=1&child=0&infant=0&sdate1=2020.04.16.&fareType=Y&selectedFlight=1:20200416ICNKULD70505%2B20200417KULSINAK0707:A01:HK:D7
